author,last_updated,title,review,rating,app_version,net_helpfulness,helpfulness_count
3206,Homie119953211,2026-03-31T05:51:41-07:00,Trash,"What a glitchy laggy piece of trash game!   There’s a reason it’s all bots.  These people really messed up what could’ve been one of the best games ever.  Pathetic

Response to developer:  I’m dialed in and have the fastest internet.  Typical blame it on the user.  This only happens with your game, but you know that.  It’s why everyone trashes your game and it’s full of bots & not actual players.  You people are garbage!

Response:  why would I waste my time on a game that is such trash I deleted it?  Your game is toast

Tried your game again and it’s worse than before.  How do you make a horrible game even worse.  You people really need to sell this to someone who knows what they are doing. Pathetic

Tried it again and it keeps getting worse.   You people are really pathetic at your job.  Why don’t you sell this game, to someone who knows what they are doing, and become baristas.  You obviously are awful at def!

Have you morons sold the game yet?  You should and go into construction",1,4.3.0,0,0
3207,zhvNssibxn,2026-03-30T20:59:17-07:00,饿,太好玩了,5,4.3.0,0,0
3208,Sunflower_e,2026-03-30T15:07:53-07:00,007,Yar mic wala glitch theek kro Ajeeb tamasha lagaya hua,5,4.3.0,1,1
3209,UserkDZ24,2026-03-30T12:32:18-07:00,Slow download speed,The download is extremely slow despite having a good connection It’s very frustrating I hope you fix this issue and please optimize your servers for better performance and fluidity,1,4.3.0,0,0
3210,محمد احمد1,2026-03-30T11:44:36-07:00,‏مشكله في شراء في لعبه مشكلة تاخير تضمين حساب,حساب ببجي شراء,5,4.3.0,0,0
3211,شبتنف,2026-03-30T09:20:32-07:00,ع,حلوه جدا جدا جدا جدا,5,4.3.0,0,0
3212,The phoenix of destiny,2026-03-30T08:31:14-07:00,Great game,I hate that the characters in skins you get don’t stay for very long,5,4.3.0,0,0
3213,legreean man,2026-03-30T08:03:00-07:00,Controller support,I would like to use my controller,2,4.3.0,0,0
3214,PABUJI,2026-03-30T06:26:31-07:00,三年青春换来一句无版权,😭,5,4.3.0,0,0
3215,نبحث الفتح,2026-03-30T04:48:11-07:00,سامر الجبرية الثالثة,افتح,5,4.3.0,0,0
3216,后回酒店,2026-03-30T00:59:34-07:00,我回来了,也变强了,5,4.3.0,0,0
3217,t4q9f5n&,2026-03-29T21:05:34-07:00,Please allow controller support,Controller Support,1,4.3.0,0,0
3218,AK907VAK,2026-03-29T18:24:30-07:00,Please put pubg on Xbox one,It good,5,4.3.0,0,0
3219,Meeeeeeeerampamgam,2026-03-29T16:59:57-07:00,New update sucks,This update sucks. My bf & I used to play every night & now we barely play because it’s so bad. Bring back flying.,1,4.3.0,0,0
3220,Hollanddddddddd,2026-03-29T11:50:09-07:00,Cheater,"Plz update or creat anti cheater
Become pointless to play, half of ppl wall hack, and aim shooting 
Update —- Thanks guys for banning cheaters… finally.",5,4.3.0,0,0
3221,Onetwothrree,2026-03-29T08:03:12-07:00,Trash,Trash,1,4.3.0,0,0
3222,Die Fromm,2026-03-29T04:40:40-07:00,Обновление,"Это ужас все поменяли , верните все как было прошу вас, в это играть ужасно , кнопки , инвенты ужасные …",1,4.3.0,0,0
3223,Pir sohaib sha,2026-03-28T22:42:58-07:00,I love it,It is a good game,5,4.3.0,0,0
3224,Di-Nguyễn,2026-03-28T17:12:52-07:00,Không thể đăng nhập,Liên tục báo lỗi bắt đợi 240s,1,4.3.0,0,0
3225,Kaka Ehsan,2026-03-28T15:51:02-07:00,Good but can be great,"So I’ve been playing this game for over 7 years and it gave such good memories and good friends and I wanna thanks pubg mobile and the developers for that. But something that pubg is missing now is the interest players had. I was obsessed with this game and couldn’t stop playing until the game started bringing not very good updates, the skins got boring the match making took to long to start and my favorite map Sanhok is just gone nobody plays that anymore it’s only Livik and Erangle so i think the skins should be less sexualized and all maps should be played. Thank you",3,4.3.0,0,0
3226,Captain6955,2026-03-28T10:54:32-07:00,Shuts down,The game keeps shutting down mid match on my iPad.  This has put a damper on playing.  Fix these issues and it would be fun again.,1,4.3.0,0,0
3227,Sheranik,2026-03-28T10:15:38-07:00,I love pubgm,I love pubgm,5,4.3.0,0,0
3228,BMW5F905(&:;,2026-03-28T10:12:21-07:00,Metro Royle,Удалите собак из метро они в самый не подходящий момент наносят урон из того меня убил тип я бы его нокнул если бы собака не нанесла бы мне урон,5,4.3.0,0,0
3229,Артём.127,2026-03-28T01:11:37-07:00,"Здравствуйте, у меня проблема. Когда я захожу в пабг меня переносит в Hub можете это исправить!",А так игра норм,5,4.3.0,0,0
3230,Denjiii.aaa,2026-03-27T22:53:21-07:00,More Anime Updates?!,If the game will upload more anime updates it’s very good to play,5,4.3.0,0,0
3231,bkjjc,2026-03-27T20:41:33-07:00,Jdhf,Ifgjogd,5,4.3.0,0,0
3232,nigoli6741,2026-03-27T19:57:10-07:00,pubg is goated,jjk collaboration is goated and this game is just thebbest mobile games competing against cod and others,5,4.3.0,0,0
3233,David  C Peters,2026-03-27T18:09:44-07:00,Dumb,Broken.  Hackers everywhere.  Dumb.,1,4.3.0,0,0
3234,Nicknamed_jfjdjdjwjw,2026-03-27T16:04:27-07:00,Asking download creation on WOW,Every time i try to play from last played wow game it asks to download creation first every time i have to search again the same exact play on wow again in order to play and super annoying,1,4.3.0,0,0
3235,Котакбас 228,2026-03-27T12:49:16-07:00,Котакбас,Я плаваю в кумысе как будто котакбас я съел свой бешбармак и он вышел в унитаз потом закинул я на свай и мне выписали штраф играю я только в фри фаер а ты иди в бабаджи играй йоу,5,4.3.0,0,0
3236,Дулоев,2026-03-27T11:53:47-07:00,Кайф,Игра бомба,5,4.3.0,0,0
3237,liocsanr,2026-03-27T11:25:00-07:00,Ужасная игра,Хуже ничего не видел,1,4.3.0,0,0
3238,Salitre3000,2026-03-27T09:25:46-07:00,Unable to download,It’s not letting me download,1,4.3.0,0,0
3239,moonTesss,2026-03-27T08:26:44-07:00,Худшее обновление,"Нам не нравятся изменения в интерфейсе. Пожалуйста, верните старую версию. Многие люди перестают играть в игру из-за нового обновления
Пожалуйста, прислушайтесь к игрокам",1,4.3.0,0,0
3240,شونك زين,2026-03-27T08:21:59-07:00,لعبه غير صالحه,"لعبه غير صالحه
شونك",1,4.3.0,0,0
3241,Vitsker,2026-03-27T00:00:22-07:00,Ставлю класс,Индийцы покрышка лето муаахахахах негож ооо победа,3,4.3.0,0,0
3242,1s2d3dn3!,2026-03-26T18:10:17-07:00,Controller Support,Please add controller support,5,4.3.0,0,0
3243,Викторяьялвьчь,2026-03-26T13:28:23-07:00,Проблема с микрофоном в игре,"Решите проблему пожалуйста не работает микрофон когда стоишь в лобби и в игре другие игроки тебя не слышат 
Решите эту проблему пожалуйста",4,4.3.0,0,0
3244,RAYAN JABIR,2026-03-26T11:44:49-07:00,ببجي موبايل,افضل لعبة في التاريخ الألعاب طبعاً بعد لعبتي الطفولة ( سابواي و تيمبل ران بجزئيها الأول والثاني ),3,4.3.0,0,0
3245,جود الحسين,2026-03-26T10:55:45-07:00,سوريا,"ببجي موبايل نزعت حالها بالتحديث هاد والي قبله
بتمنا ترجع مود الفرعون",3,4.3.0,0,0
3246,ابن جبرايل,2026-03-25T18:40:01-07:00,محمد,انعل دينكم,1,4.3.0,0,0
3247,mustafarahimi638,2026-03-25T13:00:24-07:00,مصطفی,رحیمی,5,4.3.0,0,0
3248,Pogi6711,2026-03-25T07:04:00-07:00,Add controller,Love this game,4,4.3.0,0,0
3249,Максим 14029,2026-03-25T05:30:40-07:00,О,Хз норм,5,4.3.0,0,0
3250,DEDUS23,2026-03-24T23:21:15-07:00,Баг с событием 8-я годовщина,На событие 8-я годовщина путешествие в воспоминания когда переходишь на страницу останавливается загрузка на середине и все не загружается больше страница,4,4.3.0,0,0
3251,steplinnn,2026-03-24T21:50:29-07:00,да,лёня так сказал,5,4.3.0,0,0
3252,Primos307,2026-03-24T19:38:12-07:00,Love the game but…,I don’t play video games much but when I do the most enjoyable is on the backbone when I get the free time between work or before bed. And I’ve always enjoyed PUBG but now I’ve got the remote It’s not the same. Support the backbone program and I know you’ll get more attention. I’m not a gamer.!.!.!,5,4.3.0,0,0
3253,PuppyMan101,2026-03-24T18:24:34-07:00,PUBG MOBILE,Good game really enjoyed it but it would be cool if the map  was more different not similar but very good game overall.🙂‍↕️🙂‍↕️🙂‍↕️,5,4.3.0,0,0
3254,IAmYuU.,2026-03-24T17:01:39-07:00,Gameplay,"I came back after years of not playing just to find out that there a lot more hackers and really bad desynce during gameplay. 
 Every game I have played there has been at least 5 hackers per game, not one hacker has been banned",4,4.3.0,0,0
3255,Sourgrape2023,2026-03-24T16:59:22-07:00,Controller support,"The game is one of my favorites all the way since middle school, and I would really love it to be able to play through a backbone controller",3,4.3.0,0,0
3256,Макар AI$,2026-03-24T12:08:17-07:00,",,Лучшая игра ‘’","Думал что про эту игру так не когда не скажу но, сказал игра сгнила надеюсь всё вернётся на место  и интерфейс поменяют обратно , буду скучать🥹",1,4.3.0,0,0
3257,Cat the roy,2026-03-24T09:31:50-07:00,Intalled files are too big.,"I have played this from the first season and i had some issues with logging with facebook and then my ipad told me there’s no storage.  It took almost 20gb on my ipad and this is too big any app.  Now i have to delete it and never play this game again in my life.
Most storage weren’t game resources.  They were just junk skin mandatory resources that aren’t built for devices with fixed storage capacity.  Do better",1,4.3.0,0,0
3258,Samevistan,2026-03-24T08:13:26-07:00,Nobody plays anymore,"Literally waited for a classic unranked game for 10+ minutes in the North America server. Get rid of WOW guys… it’s spreading your game modes too thin. This game used to be the best in the market, now it’s no better than new state. Dead asf.",3,4.3.0,1,1
3259,MacadamiaNUTZ,2026-03-24T06:12:44-07:00,Awful game,I put a review up and it was taken down so I’m going to keep putting them up. I’ve been playing this “bug filled cheaters delight of a game” for 8 years and I always delete the app out of anger because of how brutal the game play is. It’s so inconsistent. I die with one shot to the knee while I get other players 4-6 times and they dont even sustain any damage! It’s a frustrating mess of a game.,1,4.3.0,0,0
3260,xnfjfjfjifjdjfjfjhvkckdjd,2026-03-24T00:17:01-07:00,w,为什么我一直无法登录我的游戏 不是显示网络异常 就是稍后几百秒再试 请给我一个准确的答案 如果不行的话 大不了我卸载掉,2,4.3.0,1,1
3261,"gukrtyf,drtjyu,",2026-03-23T23:43:17-07:00,العراق,اتجنن لعبه شكاكيه,5,4.3.0,0,0
3262,Mz2hic,2026-03-23T23:01:02-07:00,Basura,Basura,1,4.3.0,1,1
3263,=Rajakar=,2026-03-23T21:50:04-07:00,The pubg mobile battle royel is best battle royel action to action game,pubg monile game of most action battleroyel game of the world,5,4.3.0,0,0
3264,CANN502,2026-03-23T19:48:17-07:00,Lo mejor,Lo mejor,5,4.3.0,0,1
3265,Dani andujo,2026-03-23T14:31:55-07:00,The best game,The best game in the world,5,4.3.0,0,1
3266,TOCSIK1,2026-03-23T05:07:52-07:00,.,пабг хорошая игра но её покидаю как многие другие навсегда маленькие дети думают что и за доната могут матерится бесит…,5,4.3.0,0,0
3267,3fplayer,2026-03-23T03:57:13-07:00,好玩的要命，打一局全是外掛,一把地鐵全都是外掛，有飛天的還有範圍的,5,4.3.0,0,0
3268,Bleck clef,2026-03-23T02:08:09-07:00,Fix plug,I have been on the same merit for 2year now and i literally did nothing,4,4.3.0,0,0
3269,Urfan R,2026-03-22T15:08:51-07:00,Best game ever.,"PUBG isn’t just a game, it’s the memories and good times you have with your friends that make it special❤️.",5,4.3.0,0,0
3270,J4ck000,2026-03-22T12:09:21-07:00,Updates all the time,"Updates all the time and also is so heavy to download, not good",1,4.3.0,0,0
3271,Ibrahim İzmiri,2026-03-22T11:34:57-07:00,Good game,Very good,5,4.3.0,0,0
3272,نررا امبنب,2026-03-22T11:00:53-07:00,محلوه من وره التاخير مال تحديث🤍,لان يتاخر بلتحديث,3,4.3.0,0,0
3273,冷不冷OvO,2026-03-22T10:46:56-07:00,登陆,苹果ID怎么注册啊 我真服了,5,4.3.0,0,0
